Forks,Commits,Open Issues,Contributors,Files,ncloc,complexity,cognitive_complexity,classes,functions,duplicated_lines,duplicated_blocks,comment_lines,file_complexity,comment_lines_density,bugs
0.0,505.171875,0.0,195.5,86.5304347826087,187.8641783307413,296.639751552795,1111.3333333333333,1699.0,314.7391304347826,57.180851063829785,155.5,407.5220588235294,0.869158878504673,0.6160714285714286,43.666666666666664
0.0,46.609375,0.0,174.5,3.6869565217391305,7.254536029030586,16.801242236024844,128.5185185185185,73.16666666666667,11.554347826086957,1.2340425531914894,3.0,16.99264705882353,0.5420560747663552,0.6696428571428572,1.3333333333333333
0.0,-0.1875,0.0,0.0,-0.008695652173913044,0.0383618455158113,0.3105590062111801,4.777777777777778,0.8333333333333334,0.043478260869565216,0.0,0.0,0.19852941176470587,-0.037383177570093414,0.27678571428571425,0.0
0.0,0.09375,0.0,0.0,0.17391304347826086,-0.04821150855365474,0.07453416149068323,0.8518518518518519,2.6666666666666665,0.22826086956521738,0.0,0.0,-0.23529411764705882,-0.3364485981308411,-0.34821428571428575,0.6666666666666666
12.0,-0.15625,0.0,0.0,-0.34782608695652173,-0.272680145152929,-0.36645962732919257,0.5185185185185185,-0.16666666666666666,-0.42391304347826086,0.0,0.0,-0.3088235294117647,-0.04672897196261683,-0.25892857142857145,0.0
0.0,-0.140625,0.0,0.0,452.4260869565217,0.05650596163815448,0.055900621118012424,5.296296296296297,0.5,-0.07608695652173914,0.8723404255319149,1.0,2.235294117647059,2.074766355140187,2.348214285714286,0.0
0.0,0.15625,1.0,0.0,-0.2782608695652174,-0.07620528771384137,0.30434782608695654,5.851851851851852,0.8333333333333334,0.0,0.0,0.0,0.15441176470588236,0.7476635514018692,0.5446428571428571,0.0
0.0,4.34375,0.0,9.0,0.7304347826086957,3.764126490409539,4.068322981366459,15.666666666666666,8.166666666666666,4.5,3.0106382978723403,10.0,18.948529411764707,0.9719626168224298,1.660714285714286,2.0
0.0,-0.15625,0.0,0.0,-0.3826086956521739,-0.20321410057024364,-0.2422360248447205,1.1851851851851851,-0.16666666666666666,-0.45652173913043476,0.0,0.0,-0.3161764705882353,2.822429906542056,-0.4910714285714286,0.0
0.0,2.203125,0.0,12.0,-0.17391304347826086,-0.3048211508553655,-0.43478260869565216,0.037037037037037035,0.0,-0.44565217391304346,0.0,0.0,-0.33088235294117646,-0.07476635514018691,-0.5714285714285715,0.0
0.0,-0.1875,0.0,0.0,-0.3826086956521739,-0.2690513219284603,-0.4658385093167702,-0.1111111111111111,-0.16666666666666666,-0.4673913043478261,0.0,0.0,-0.22794117647058823,-0.5420560747663552,0.6339285714285714,0.0
1.0,-0.0625,0.0,0.0,-0.2608695652173913,-0.20373250388802489,-0.34782608695652173,0.14814814814814814,0.16666666666666666,-0.32608695652173914,0.0,0.0,-0.13970588235294118,-0.31775700934579443,0.38392857142857134,0.0
1.0,2.15625,0.0,0.0,0.5130434782608696,0.2913426645930534,0.19254658385093168,3.4074074074074074,2.1666666666666665,0.0,0.9042553191489362,1.0,0.9264705882352942,1.1121495327102804,0.5624999999999999,6.0
0.0,-0.0625,1.0,0.0,0.46956521739130436,0.4769310523587351,1.2981366459627328,2.185185185185185,15.333333333333334,2.119565217391304,0.0,0.0,-0.33088235294117646,-0.12149532710280372,-0.5714285714285715,3.0
0.0,7.375,0.0,5.5,0.8521739130434782,9.355106272680144,12.73913043478261,88.29629629629629,18.666666666666668,7.315217391304348,2.0638297872340425,3.0,8.808823529411764,4.308411214953272,-0.017857142857142873,10.666666666666666
3.0,-0.21875,0.0,-0.5,-0.3739130434782609,-0.2737169517884914,-0.32919254658385094,-0.1111111111111111,-0.16666666666666666,-0.22826086956521738,0.0,0.0,0.4338235294117647,0.14018691588785048,4.446428571428572,0.0
1.0,-0.109375,0.0,0.0,2.2695652173913046,9.579574909279419,2.9254658385093166,16.962962962962962,9.5,1.8695652173913044,0.0,0.0,6.911764705882353,0.04672897196261683,-0.13392857142857142,2.0
0.0,-0.28125,0.0,0.0,-0.4260869565217391,-0.30637636080870917,-0.4472049689440994,0.07407407407407407,-0.16666666666666666,-0.4673913043478261,0.0,0.0,-0.18382352941176472,-0.2616822429906542,4.125000000000001,0.0
0.0,1.578125,10.0,0.0,0.6173913043478261,0.0736132711249352,0.2111801242236025,1.0740740740740742,6.5,0.5,0.0,0.0,-0.3014705882352941,-0.36448598130841126,-0.5267857142857143,0.6666666666666666
0.0,-0.171875,0.0,0.0,-0.3217391304347826,-0.2452047693105236,-0.40372670807453415,0.0,0.16666666666666666,-0.391304347826087,0.0,0.0,-0.22058823529411764,-0.308411214953271,0.3125,0.0
2.0,-0.109375,0.0,0.5,-0.0782608695652174,-0.05339554173146708,-0.006211180124223602,0.8148148148148148,1.3333333333333333,0.11956521739130435,0.0,0.0,0.5,-0.2616822429906542,1.0625,0.0
0.0,4.84375,0.0,1.5,0.2782608695652174,2.4468636599274234,5.068322981366459,65.0,-0.16666666666666666,4.380434782608695,14.202127659574469,83.0,14.5,0.7196261682242991,1.8839285714285716,0.3333333333333333
0.0,-0.078125,0.0,0.0,-0.017391304347826087,-0.10782789009849664,-0.2111801242236025,1.2592592592592593,0.5,-0.2717391304347826,0.0,0.0,0.375,-0.29906542056074764,1.1517857142857144,0.0
0.0,6.890625,1.0,8.5,11.226086956521739,74.93053395541732,161.9689440993789,964.1481481481482,130.83333333333334,78.82608695652173,318.8404255319149,183.5,189.5735294117647,3.0654205607476643,0.7767857142857143,108.66666666666667
