Forks,Commits,Open Issues,Contributors,Files,ncloc,complexity,cognitive_complexity,classes,functions,duplicated_lines,duplicated_blocks,comment_lines,file_complexity,comment_lines_density,bugs,Cluster
0.0,505.171875,0.0,195.5,86.5304347826087,187.8641783307413,296.639751552795,1111.3333333333333,1699.0,314.7391304347826,57.180851063829785,155.5,407.5220588235294,0.869158878504673,0.6160714285714286,43.66666666666666,1
0.0,46.609375,0.0,174.5,3.6869565217391305,7.254536029030586,16.801242236024844,128.5185185185185,73.16666666666667,11.554347826086955,1.2340425531914894,3.0,16.99264705882353,0.5420560747663552,0.6696428571428572,1.3333333333333333,0
0.0,-0.1875,0.0,0.0,-0.008695652173913,0.0383618455158113,0.3105590062111801,4.777777777777778,0.8333333333333334,0.0434782608695652,0.0,0.0,0.1985294117647058,-0.0373831775700934,0.2767857142857142,0.0,0
0.0,0.09375,0.0,0.0,0.1739130434782608,-0.0482115085536547,0.0745341614906832,0.8518518518518519,2.6666666666666665,0.2282608695652173,0.0,0.0,-0.2352941176470588,-0.3364485981308411,-0.3482142857142857,0.6666666666666666,0
12.0,-0.15625,0.0,0.0,-0.3478260869565217,-0.272680145152929,-0.3664596273291925,0.5185185185185185,-0.1666666666666666,-0.4239130434782608,0.0,0.0,-0.3088235294117647,-0.0467289719626168,-0.2589285714285714,0.0,0
0.0,-0.140625,0.0,0.0,452.4260869565217,0.0565059616381544,0.0559006211180124,5.296296296296297,0.5,-0.0760869565217391,0.8723404255319149,1.0,2.235294117647059,2.074766355140187,2.348214285714286,0.0,3
0.0,0.15625,1.0,0.0,-0.2782608695652174,-0.0762052877138413,0.3043478260869565,5.851851851851852,0.8333333333333334,0.0,0.0,0.0,0.1544117647058823,0.7476635514018692,0.5446428571428571,0.0,0
0.0,4.34375,0.0,9.0,0.7304347826086957,3.764126490409539,4.068322981366459,15.666666666666666,8.166666666666666,4.5,3.0106382978723403,10.0,18.948529411764707,0.9719626168224298,1.660714285714286,2.0,3
0.0,-0.15625,0.0,0.0,-0.3826086956521739,-0.2032141005702436,-0.2422360248447205,1.1851851851851851,-0.1666666666666666,-0.4565217391304347,0.0,0.0,-0.3161764705882353,2.822429906542056,-0.4910714285714286,0.0,0
0.0,2.203125,0.0,12.0,-0.1739130434782608,-0.3048211508553655,-0.4347826086956521,0.037037037037037,0.0,-0.4456521739130434,0.0,0.0,-0.3308823529411764,-0.0747663551401869,-0.5714285714285715,0.0,0
0.0,-0.1875,0.0,0.0,-0.3826086956521739,-0.2690513219284603,-0.4658385093167702,-0.1111111111111111,-0.1666666666666666,-0.4673913043478261,0.0,0.0,-0.2279411764705882,-0.5420560747663552,0.6339285714285714,0.0,0
1.0,-0.0625,0.0,0.0,-0.2608695652173913,-0.2037325038880248,-0.3478260869565217,0.1481481481481481,0.1666666666666666,-0.3260869565217391,0.0,0.0,-0.1397058823529411,-0.3177570093457944,0.3839285714285713,0.0,0
1.0,2.15625,0.0,0.0,0.5130434782608696,0.2913426645930534,0.1925465838509316,3.4074074074074074,2.1666666666666665,0.0,0.9042553191489362,1.0,0.9264705882352942,1.1121495327102804,0.5624999999999999,6.0,0
0.0,-0.0625,1.0,0.0,0.4695652173913043,0.4769310523587351,1.2981366459627328,2.185185185185185,15.333333333333334,2.119565217391304,0.0,0.0,-0.3308823529411764,-0.1214953271028037,-0.5714285714285715,3.0,0
0.0,7.375,0.0,5.5,0.8521739130434782,9.355106272680144,12.73913043478261,88.29629629629629,18.666666666666668,7.315217391304348,2.0638297872340425,3.0,8.808823529411764,4.308411214953272,-0.0178571428571428,10.666666666666666,0
3.0,-0.21875,0.0,-0.5,-0.3739130434782609,-0.2737169517884914,-0.3291925465838509,-0.1111111111111111,-0.1666666666666666,-0.2282608695652173,0.0,0.0,0.4338235294117647,0.1401869158878504,4.446428571428572,0.0,3
1.0,-0.109375,0.0,0.0,2.269565217391305,9.57957490927942,2.9254658385093166,16.962962962962962,9.5,1.8695652173913044,0.0,0.0,6.911764705882353,0.0467289719626168,-0.1339285714285714,2.0,0
